lambda,tag,n,n_rep,emp_mean,thy_mean,emp_var,thy_var,emp_student_var,V_lambda,var_over_logn,ks_pvalue
0.0,young,5000,2000,16.2315,16.189017705968872,13.140477988994496,13.6100813585813,0.9654959175324319,2.0,1.5979538156182433,4.6303944506346625e-09
1.0,uniform,5000,2000,9.097,9.094308852984437,7.85551875937969,7.4495748061375435,1.0544922312757632,1.0,0.87465138323331,6.350552880512413e-16
2.0,old,5000,2000,6.4405,6.396205901989624,3.1330262631315664,3.0623073174817432,1.0230933535788882,0.37037037037037035,0.3595441888729241,3.66347245194005e-28
